verbs,questionnarie,q_num,verb_id,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,participant,session,date,expName,frameRate,
楽しむ,自信がない-自信がある,18,39,0,184,184,777,2,2.385,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,近づきがたい-人懐っこい,4,16,0,185,185,303,0,1.686,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,感じが悪い-感じが良い,14,55,0,186,186,1093,0,4.354,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,短気だ-気長だ,19,46,0,187,187,918,-1,2.691,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,短気だ-気長だ,19,31,0,188,188,618,-1,2.997,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,自信がない-自信がある,18,26,0,189,189,517,1,2.84,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,無気力だ-意欲的だ,17,9,0,190,190,176,2,16.54,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,軽薄だ-重厚だ,11,21,0,191,191,410,0,12.475,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,卑屈だ-堂々とした,13,51,0,192,192,1012,-2,3.424,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,憎らしい-可愛らしい,5,3,0,193,193,44,1,1.672,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,沈んだ-うきうきした,12,56,0,194,194,1111,-3,2.224,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,人がわるい-人が良い,2,58,0,195,195,1141,3,1.786,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,沈んだ-うきうきした,12,45,0,196,196,891,0,6.139,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,心が狭い-心が広い,6,12,0,197,197,225,1,3.341,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,恥知らずだ-恥ずかしがりだ,10,45,0,198,198,889,-1,11.788,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,軽率だ-慎重だ,9,10,0,199,199,188,2,2.103,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,人がわるい-人が良い,2,41,0,200,200,801,0,4.824,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,近づきがたい-人懐っこい,4,23,0,201,201,443,0,4.704,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,軽薄だ-重厚だ,11,6,0,202,202,110,2,11.894,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,憎らしい-可愛らしい,5,20,0,203,203,384,2,16.639,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,生意気だ-生意気でない,3,33,0,204,204,642,1,2.642,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,無分別だ-分別がある,15,52,0,205,205,1034,0,51.251,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,生意気だ-生意気でない,3,52,0,206,206,1022,1,3.698,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,無分別だ-分別がある,15,38,0,207,207,754,0,1.586,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,卑屈だ-堂々とした,13,54,0,208,208,1072,3,23.404,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,沈んだ-うきうきした,12,5,0,209,209,91,-1,3.138,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,憎らしい-可愛らしい,5,13,0,210,210,244,2,6.089,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,無分別だ-分別がある,15,42,0,211,211,834,0,2.493,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,自信がない-自信がある,18,41,0,212,212,817,2,3.371,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,憎らしい-可愛らしい,5,1,0,213,213,4,1,31.621,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,消極的だ-積極的だ,1,15,0,214,214,280,1,2.337,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,不親切だ-親切だ,20,32,0,215,215,639,0,2.373,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,軽率だ-慎重だ,9,48,0,216,216,948,0,2.375,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,親しみにくい-親しみやすい,16,53,0,217,217,1055,1,2.855,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,軽率だ-慎重だ,9,36,0,218,218,708,0,2.209,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,恥知らずだ-恥ずかしがりだ,10,35,0,219,219,689,0,2.077,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,卑屈だ-堂々とした,13,56,0,220,220,1112,-2,3.076,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,卑屈だ-堂々とした,13,2,0,221,221,32,0,1.894,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,軽率だ-慎重だ,9,20,0,222,222,388,0,2.472,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,感じが悪い-感じが良い,14,43,0,223,223,853,1,2.101,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,非社交的だ-社交的だ,7,2,0,224,224,26,0,4.239,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,短気だ-気長だ,19,43,0,225,225,858,-1,3.299,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,近づきがたい-人懐っこい,4,11,0,226,226,203,2,3.553,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,人がわるい-人が良い,2,9,0,227,227,161,3,1.956,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,沈んだ-うきうきした,12,11,0,228,228,211,0,2.905,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,近づきがたい-人懐っこい,4,6,0,229,229,103,3,2.253,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,沈んだ-うきうきした,12,14,0,230,230,271,0,2.91,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,責任感がない-責任感がある,8,12,0,231,231,227,0,3.252,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,人がわるい-人が良い,2,5,0,232,232,81,0,8.951,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,無気力だ-意欲的だ,17,36,0,233,233,716,3,10.885,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,近づきがたい-人懐っこい,4,25,0,234,234,483,3,1.769,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,消極的だ-積極的だ,1,36,0,235,235,700,3,3.345,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,感じが悪い-感じが良い,14,48,0,236,236,953,1,2.057,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,親しみにくい-親しみやすい,16,20,0,237,237,395,1,3.153,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,近づきがたい-人懐っこい,4,57,0,238,238,1123,1,1.987,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,不親切だ-親切だ,20,7,0,239,239,139,1,3.441,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,心が狭い-心が広い,6,11,0,240,240,205,3,3.508,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,恥知らずだ-恥ずかしがりだ,10,9,0,241,241,169,0,1.82,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,無気力だ-意欲的だ,17,43,0,242,242,856,2,4.317,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,親しみにくい-親しみやすい,16,29,0,243,243,575,1,2.623,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,無気力だ-意欲的だ,17,35,0,244,244,696,0,9.307,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,軽率だ-慎重だ,9,31,0,245,245,608,0,12.875,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,生意気だ-生意気でない,3,22,0,246,246,422,-3,3.106,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,軽薄だ-重厚だ,11,18,0,247,247,350,0,3.993,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,憎らしい-可愛らしい,5,38,0,248,248,744,1,5.542,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,沈んだ-うきうきした,12,17,0,249,249,331,1,7.574,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,感じが悪い-感じが良い,14,46,0,250,250,913,0,4.627,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,無気力だ-意欲的だ,17,5,0,251,251,96,-1,2.373,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,無気力だ-意欲的だ,17,8,0,252,252,156,-1,18.363,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
卑下する,自信がない-自信がある,18,50,0,253,253,997,-3,2.768,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,感じが悪い-感じが良い,14,22,0,254,254,433,-3,13.954,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,消極的だ-積極的だ,1,51,0,255,255,1000,-2,4.891,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,憎らしい-可愛らしい,5,2,0,256,256,24,2,2.77,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,不親切だ-親切だ,20,22,0,257,257,439,-2,3.14,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,軽薄だ-重厚だ,11,8,0,258,258,150,1,3.908,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,消極的だ-積極的だ,1,59,0,259,259,1160,0,3.843,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,生意気だ-生意気でない,3,35,0,260,260,682,0,1.996,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,親しみにくい-親しみやすい,16,22,0,261,261,435,-3,2.583,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,生意気だ-生意気でない,3,32,0,262,262,622,0,27.186,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,卑屈だ-堂々とした,13,52,0,263,263,1032,0,2.937,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,不親切だ-親切だ,20,23,0,264,264,459,0,1.526,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,恥知らずだ-恥ずかしがりだ,10,14,0,265,265,269,0,3.976,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,不親切だ-親切だ,20,8,0,266,266,159,1,3.054,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,不親切だ-親切だ,20,14,0,267,267,279,3,3.579,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,親しみにくい-親しみやすい,16,23,0,268,268,455,1,21.951,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,親しみにくい-親しみやすい,16,45,0,269,269,895,3,11.463,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,感じが悪い-感じが良い,14,33,0,270,270,653,3,3.67,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,心が狭い-心が広い,6,60,0,271,271,1185,3,2.635,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,沈んだ-うきうきした,12,60,0,272,272,1191,0,31.374,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,近づきがたい-人懐っこい,4,32,0,273,273,623,0,2.621,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,非社交的だ-社交的だ,7,54,0,274,274,1066,3,5.39,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,卑屈だ-堂々とした,13,30,0,275,275,592,0,17.389,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,親しみにくい-親しみやすい,16,7,0,276,276,135,2,5.205,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,軽率だ-慎重だ,9,9,0,277,277,168,-1,11.475,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,人がわるい-人が良い,2,37,0,278,278,721,1,3.752,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,近づきがたい-人懐っこい,4,54,0,279,279,1063,1,2.536,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,非社交的だ-社交的だ,7,40,0,280,280,786,0,2.987,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,近づきがたい-人懐っこい,4,45,0,281,281,883,3,2.502,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,憎らしい-可愛らしい,5,44,0,282,282,864,0,1.924,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,憎らしい-可愛らしい,5,43,0,283,283,844,0,2.359,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,無分別だ-分別がある,15,8,0,284,284,154,2,6.239,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,沈んだ-うきうきした,12,3,0,285,285,51,2,2.468,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,憎らしい-可愛らしい,5,22,0,286,286,424,-3,7.623,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,感じが悪い-感じが良い,14,44,0,287,287,873,0,2.106,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,短気だ-気長だ,19,25,0,288,288,498,1,6.556,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,心が狭い-心が広い,6,1,0,289,289,5,1,2.008,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,無気力だ-意欲的だ,17,52,0,290,290,1036,3,23.589,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,感じが悪い-感じが良い,14,23,0,291,291,453,0,1.772,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,近づきがたい-人懐っこい,4,13,0,292,292,243,3,7.384,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,憎らしい-可愛らしい,5,30,0,293,293,584,0,1.674,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,心が狭い-心が広い,6,34,0,294,294,665,1,18.602,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,自信がない-自信がある,18,35,0,295,295,697,0,6.791,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,無気力だ-意欲的だ,17,6,0,296,296,116,2,2.155,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,責任感がない-責任感がある,8,46,0,297,297,907,0,8.922,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,憎らしい-可愛らしい,5,51,0,298,298,1004,1,2.49,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,近づきがたい-人懐っこい,4,59,0,299,299,1163,0,3.025,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,責任感がない-責任感がある,8,18,0,300,300,347,0,1.657,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,感じが悪い-感じが良い,14,4,0,301,301,73,2,2.037,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,責任感がない-責任感がある,8,5,0,302,302,87,1,3.52,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,親しみにくい-親しみやすい,16,27,0,303,303,535,0,2.509,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,親しみにくい-親しみやすい,16,17,0,304,304,335,1,4.71,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,無分別だ-分別がある,15,57,0,305,305,1134,0,1.741,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,不親切だ-親切だ,20,15,0,306,306,299,1,1.824,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,非社交的だ-社交的だ,7,3,0,307,307,46,3,2.306,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,消極的だ-積極的だ,1,58,0,308,308,1140,3,1.801,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,人がわるい-人が良い,2,54,0,309,309,1061,1,2.137,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,非社交的だ-社交的だ,7,46,0,310,310,906,3,2.391,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,無分別だ-分別がある,15,10,0,311,311,194,1,2.722,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,感じが悪い-感じが良い,14,29,0,312,312,573,0,2.086,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,短気だ-気長だ,19,7,0,313,313,138,1,2.672,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,沈んだ-うきうきした,12,54,0,314,314,1071,2,2.822,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,責任感がない-責任感がある,8,9,0,315,315,167,0,2.702,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,自信がない-自信がある,18,21,0,316,316,417,-2,2.472,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,憎らしい-可愛らしい,5,56,0,317,317,1104,0,5.025,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,無気力だ-意欲的だ,17,57,0,318,318,1136,2,2.655,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,感じが悪い-感じが良い,14,16,0,319,319,313,0,3.889,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,責任感がない-責任感がある,8,6,0,320,320,107,1,3.409,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,近づきがたい-人懐っこい,4,30,0,321,321,583,0,1.622,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,憎らしい-可愛らしい,5,17,0,322,322,324,1,3.34,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,非社交的だ-社交的だ,7,49,0,323,323,966,0,3.876,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,軽薄だ-重厚だ,11,54,0,324,324,1070,0,12.059,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,不親切だ-親切だ,20,42,0,325,325,839,1,2.956,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,心が狭い-心が広い,6,28,0,326,326,545,0,2.506,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,沈んだ-うきうきした,12,48,0,327,327,951,1,1.675,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,卑屈だ-堂々とした,13,6,0,328,328,112,2,2.02,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,恥知らずだ-恥ずかしがりだ,10,4,0,329,329,69,0,2.51,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,無分別だ-分別がある,15,33,0,330,330,654,0,2.071,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,無分別だ-分別がある,15,48,0,331,331,954,0,2.147,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,軽率だ-慎重だ,9,40,0,332,332,788,1,2.157,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,憎らしい-可愛らしい,5,27,0,333,333,524,0,1.84,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,親しみにくい-親しみやすい,16,33,0,334,334,655,2,2.172,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,軽率だ-慎重だ,9,2,0,335,335,28,0,1.835,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,親しみにくい-親しみやすい,16,3,0,336,336,55,2,1.772,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,軽薄だ-重厚だ,11,22,0,337,337,430,0,2.861,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,恥知らずだ-恥ずかしがりだ,10,32,0,338,338,629,0,2.092,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,憎らしい-可愛らしい,5,28,0,339,339,544,-1,2.999,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,非社交的だ-社交的だ,7,39,0,340,340,766,2,2.09,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,非社交的だ-社交的だ,7,30,0,341,341,586,0,17.878,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,憎らしい-可愛らしい,5,8,0,342,342,144,0,6.771,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,親しみにくい-親しみやすい,16,13,0,343,343,255,3,2.021,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,無気力だ-意欲的だ,17,13,0,344,344,256,0,2.395,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,人がわるい-人が良い,2,53,0,345,345,1041,2,1.84,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,無分別だ-分別がある,15,39,0,346,346,774,0,2.773,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,消極的だ-積極的だ,1,55,0,347,347,1080,2,3.238,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,責任感がない-責任感がある,8,37,0,348,348,727,1,2.072,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,生意気だ-生意気でない,3,36,0,349,349,702,0,3.972,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,責任感がない-責任感がある,8,39,0,350,350,767,0,4.088,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,不親切だ-親切だ,20,52,0,351,351,1039,1,3.241,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
入る,卑屈だ-堂々とした,13,35,0,352,352,692,0,3.091,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,短気だ-気長だ,19,5,0,353,353,98,-1,2.86,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,責任感がない-責任感がある,8,8,0,354,354,147,1,2.405,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,自信がない-自信がある,18,34,0,355,355,677,2,1.788,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,沈んだ-うきうきした,12,1,0,356,356,11,1,5.089,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,心が狭い-心が広い,6,2,0,357,357,25,2,1.989,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,無分別だ-分別がある,15,47,0,358,358,934,2,2.223,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,無分別だ-分別がある,15,46,0,359,359,914,0,1.898,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,不親切だ-親切だ,20,26,0,360,360,519,0,2.303,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,軽薄だ-重厚だ,11,27,0,361,361,530,0,14.968,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,短気だ-気長だ,19,21,0,362,362,418,0,2.628,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,憎らしい-可愛らしい,5,4,0,363,363,64,1,3.007,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,軽率だ-慎重だ,9,34,0,364,364,668,0,3.646,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,軽率だ-慎重だ,9,24,0,365,365,468,0,3.487,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,卑屈だ-堂々とした,13,27,0,366,366,532,0,1.339,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,責任感がない-責任感がある,8,55,0,367,367,1087,0,23.366,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,感じが悪い-感じが良い,14,42,0,368,368,833,1,2.453,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,短気だ-気長だ,19,60,0,369,369,1198,2,2.708,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
