verbs,traitq,ratings,questionnarie,q_id,verb_id,negative_flag,pca_cat,traitq_id,pca_cat_id_q
飲む,心の広い-心の狭い,-3,積極的な-消極的な,4,13,0,extraversion,traitq06,cat1
飲む,感じの悪い-感じの良い,0,積極的な-消極的な,4,13,0,extraversion,traitq14,cat1
飲む,積極的な-消極的な,-2,積極的な-消極的な,4,13,0,extraversion,traitq01,cat2
飲む,責任感のある-責任感のない,0,積極的な-消極的な,4,13,0,extraversion,traitq08,cat3
飲む,軽率な-慎重な,-1,積極的な-消極的な,4,13,0,extraversion,traitq09,cat3
飲む,非社交的な-社交的な,3,積極的な-消極的な,4,13,0,extraversion,traitq07,cat2
飲む,心の広い-心の狭い,-3,責任感のある-責任感のない,5,13,0,extraversion,traitq06,cat1
飲む,感じの悪い-感じの良い,0,責任感のある-責任感のない,5,13,0,extraversion,traitq14,cat1
飲む,積極的な-消極的な,-2,責任感のある-責任感のない,5,13,0,extraversion,traitq01,cat2
飲む,責任感のある-責任感のない,0,責任感のある-責任感のない,5,13,0,extraversion,traitq08,cat3
飲む,軽率な-慎重な,-1,責任感のある-責任感のない,5,13,0,extraversion,traitq09,cat3
飲む,非社交的な-社交的な,3,責任感のある-責任感のない,5,13,0,extraversion,traitq07,cat2
飲む,心の広い-心の狭い,-3,軽率な-慎重な,6,13,0,extraversion,traitq06,cat1
飲む,感じの悪い-感じの良い,0,軽率な-慎重な,6,13,0,extraversion,traitq14,cat1
飲む,積極的な-消極的な,-2,軽率な-慎重な,6,13,0,extraversion,traitq01,cat2
飲む,責任感のある-責任感のない,0,軽率な-慎重な,6,13,0,extraversion,traitq08,cat3
飲む,軽率な-慎重な,-1,軽率な-慎重な,6,13,0,extraversion,traitq09,cat3
飲む,非社交的な-社交的な,3,軽率な-慎重な,6,13,0,extraversion,traitq07,cat2
発言する,心の広い-心の狭い,-1,感じの悪い-感じの良い,1,14,0,extraversion,traitq06,cat1
発言する,感じの悪い-感じの良い,3,感じの悪い-感じの良い,1,14,0,extraversion,traitq14,cat1
発言する,積極的な-消極的な,-2,感じの悪い-感じの良い,1,14,0,extraversion,traitq01,cat2
発言する,責任感のある-責任感のない,3,感じの悪い-感じの良い,1,14,0,extraversion,traitq08,cat3
発言する,軽率な-慎重な,-2,感じの悪い-感じの良い,1,14,0,extraversion,traitq09,cat3
発言する,非社交的な-社交的な,2,感じの悪い-感じの良い,1,14,0,extraversion,traitq07,cat2
発言する,心の広い-心の狭い,-1,心の広い-心の狭い,2,14,0,extraversion,traitq06,cat1
発言する,感じの悪い-感じの良い,3,心の広い-心の狭い,2,14,0,extraversion,traitq14,cat1
発言する,積極的な-消極的な,-2,心の広い-心の狭い,2,14,0,extraversion,traitq01,cat2
発言する,責任感のある-責任感のない,3,心の広い-心の狭い,2,14,0,extraversion,traitq08,cat3
発言する,軽率な-慎重な,-2,心の広い-心の狭い,2,14,0,extraversion,traitq09,cat3
発言する,非社交的な-社交的な,2,心の広い-心の狭い,2,14,0,extraversion,traitq07,cat2
発言する,心の広い-心の狭い,-1,非社交的な-社交的な,3,14,0,extraversion,traitq06,cat1
発言する,感じの悪い-感じの良い,3,非社交的な-社交的な,3,14,0,extraversion,traitq14,cat1
発言する,積極的な-消極的な,-2,非社交的な-社交的な,3,14,0,extraversion,traitq01,cat2
発言する,責任感のある-責任感のない,3,非社交的な-社交的な,3,14,0,extraversion,traitq08,cat3
発言する,軽率な-慎重な,-2,非社交的な-社交的な,3,14,0,extraversion,traitq09,cat3
発言する,非社交的な-社交的な,2,非社交的な-社交的な,3,14,0,extraversion,traitq07,cat2
発言する,心の広い-心の狭い,-1,積極的な-消極的な,4,14,0,extraversion,traitq06,cat1
発言する,感じの悪い-感じの良い,3,積極的な-消極的な,4,14,0,extraversion,traitq14,cat1
発言する,積極的な-消極的な,-2,積極的な-消極的な,4,14,0,extraversion,traitq01,cat2
発言する,責任感のある-責任感のない,3,積極的な-消極的な,4,14,0,extraversion,traitq08,cat3
発言する,軽率な-慎重な,-2,積極的な-消極的な,4,14,0,extraversion,traitq09,cat3
発言する,非社交的な-社交的な,2,積極的な-消極的な,4,14,0,extraversion,traitq07,cat2
発言する,心の広い-心の狭い,-1,責任感のある-責任感のない,5,14,0,extraversion,traitq06,cat1
発言する,感じの悪い-感じの良い,3,責任感のある-責任感のない,5,14,0,extraversion,traitq14,cat1
発言する,積極的な-消極的な,-2,責任感のある-責任感のない,5,14,0,extraversion,traitq01,cat2
発言する,責任感のある-責任感のない,3,責任感のある-責任感のない,5,14,0,extraversion,traitq08,cat3
発言する,軽率な-慎重な,-2,責任感のある-責任感のない,5,14,0,extraversion,traitq09,cat3
発言する,非社交的な-社交的な,2,責任感のある-責任感のない,5,14,0,extraversion,traitq07,cat2
発言する,心の広い-心の狭い,-1,軽率な-慎重な,6,14,0,extraversion,traitq06,cat1
発言する,感じの悪い-感じの良い,3,軽率な-慎重な,6,14,0,extraversion,traitq14,cat1
発言する,積極的な-消極的な,-2,軽率な-慎重な,6,14,0,extraversion,traitq01,cat2
発言する,責任感のある-責任感のない,3,軽率な-慎重な,6,14,0,extraversion,traitq08,cat3
発言する,軽率な-慎重な,-2,軽率な-慎重な,6,14,0,extraversion,traitq09,cat3
発言する,非社交的な-社交的な,2,軽率な-慎重な,6,14,0,extraversion,traitq07,cat2
出る,心の広い-心の狭い,-2,感じの悪い-感じの良い,1,15,0,extraversion,traitq06,cat1
出る,感じの悪い-感じの良い,2,感じの悪い-感じの良い,1,15,0,extraversion,traitq14,cat1
出る,積極的な-消極的な,-3,感じの悪い-感じの良い,1,15,0,extraversion,traitq01,cat2
出る,責任感のある-責任感のない,-3,感じの悪い-感じの良い,1,15,0,extraversion,traitq08,cat3
出る,軽率な-慎重な,0,感じの悪い-感じの良い,1,15,0,extraversion,traitq09,cat3
出る,非社交的な-社交的な,3,感じの悪い-感じの良い,1,15,0,extraversion,traitq07,cat2
出る,心の広い-心の狭い,-2,心の広い-心の狭い,2,15,0,extraversion,traitq06,cat1
出る,感じの悪い-感じの良い,2,心の広い-心の狭い,2,15,0,extraversion,traitq14,cat1
出る,積極的な-消極的な,-3,心の広い-心の狭い,2,15,0,extraversion,traitq01,cat2
出る,責任感のある-責任感のない,-3,心の広い-心の狭い,2,15,0,extraversion,traitq08,cat3
出る,軽率な-慎重な,0,心の広い-心の狭い,2,15,0,extraversion,traitq09,cat3
出る,非社交的な-社交的な,3,心の広い-心の狭い,2,15,0,extraversion,traitq07,cat2
出る,心の広い-心の狭い,-2,非社交的な-社交的な,3,15,0,extraversion,traitq06,cat1
出る,感じの悪い-感じの良い,2,非社交的な-社交的な,3,15,0,extraversion,traitq14,cat1
出る,積極的な-消極的な,-3,非社交的な-社交的な,3,15,0,extraversion,traitq01,cat2
出る,責任感のある-責任感のない,-3,非社交的な-社交的な,3,15,0,extraversion,traitq08,cat3
出る,軽率な-慎重な,0,非社交的な-社交的な,3,15,0,extraversion,traitq09,cat3
出る,非社交的な-社交的な,3,非社交的な-社交的な,3,15,0,extraversion,traitq07,cat2
出る,心の広い-心の狭い,-2,積極的な-消極的な,4,15,0,extraversion,traitq06,cat1
出る,感じの悪い-感じの良い,2,積極的な-消極的な,4,15,0,extraversion,traitq14,cat1
出る,積極的な-消極的な,-3,積極的な-消極的な,4,15,0,extraversion,traitq01,cat2
出る,責任感のある-責任感のない,-3,積極的な-消極的な,4,15,0,extraversion,traitq08,cat3
出る,軽率な-慎重な,0,積極的な-消極的な,4,15,0,extraversion,traitq09,cat3
出る,非社交的な-社交的な,3,積極的な-消極的な,4,15,0,extraversion,traitq07,cat2
出る,心の広い-心の狭い,-2,責任感のある-責任感のない,5,15,0,extraversion,traitq06,cat1
出る,感じの悪い-感じの良い,2,責任感のある-責任感のない,5,15,0,extraversion,traitq14,cat1
出る,積極的な-消極的な,-3,責任感のある-責任感のない,5,15,0,extraversion,traitq01,cat2
出る,責任感のある-責任感のない,-3,責任感のある-責任感のない,5,15,0,extraversion,traitq08,cat3
出る,軽率な-慎重な,0,責任感のある-責任感のない,5,15,0,extraversion,traitq09,cat3
出る,非社交的な-社交的な,3,責任感のある-責任感のない,5,15,0,extraversion,traitq07,cat2
出る,心の広い-心の狭い,-2,軽率な-慎重な,6,15,0,extraversion,traitq06,cat1
出る,感じの悪い-感じの良い,2,軽率な-慎重な,6,15,0,extraversion,traitq14,cat1
出る,積極的な-消極的な,-3,軽率な-慎重な,6,15,0,extraversion,traitq01,cat2
出る,責任感のある-責任感のない,-3,軽率な-慎重な,6,15,0,extraversion,traitq08,cat3
出る,軽率な-慎重な,0,軽率な-慎重な,6,15,0,extraversion,traitq09,cat3
出る,非社交的な-社交的な,3,軽率な-慎重な,6,15,0,extraversion,traitq07,cat2
活動する,心の広い-心の狭い,-3,感じの悪い-感じの良い,1,16,0,extraversion,traitq06,cat1
活動する,感じの悪い-感じの良い,2,感じの悪い-感じの良い,1,16,0,extraversion,traitq14,cat1
活動する,積極的な-消極的な,-2,感じの悪い-感じの良い,1,16,0,extraversion,traitq01,cat2
活動する,責任感のある-責任感のない,-2,感じの悪い-感じの良い,1,16,0,extraversion,traitq08,cat3
活動する,軽率な-慎重な,-1,感じの悪い-感じの良い,1,16,0,extraversion,traitq09,cat3
活動する,非社交的な-社交的な,2,感じの悪い-感じの良い,1,16,0,extraversion,traitq07,cat2
活動する,心の広い-心の狭い,-3,心の広い-心の狭い,2,16,0,extraversion,traitq06,cat1
活動する,感じの悪い-感じの良い,2,心の広い-心の狭い,2,16,0,extraversion,traitq14,cat1
活動する,積極的な-消極的な,-2,心の広い-心の狭い,2,16,0,extraversion,traitq01,cat2
活動する,責任感のある-責任感のない,-2,心の広い-心の狭い,2,16,0,extraversion,traitq08,cat3
活動する,軽率な-慎重な,-1,心の広い-心の狭い,2,16,0,extraversion,traitq09,cat3
活動する,非社交的な-社交的な,2,心の広い-心の狭い,2,16,0,extraversion,traitq07,cat2
活動する,心の広い-心の狭い,-3,非社交的な-社交的な,3,16,0,extraversion,traitq06,cat1
活動する,感じの悪い-感じの良い,2,非社交的な-社交的な,3,16,0,extraversion,traitq14,cat1
活動する,積極的な-消極的な,-2,非社交的な-社交的な,3,16,0,extraversion,traitq01,cat2
活動する,責任感のある-責任感のない,-2,非社交的な-社交的な,3,16,0,extraversion,traitq08,cat3
活動する,軽率な-慎重な,-1,非社交的な-社交的な,3,16,0,extraversion,traitq09,cat3
活動する,非社交的な-社交的な,2,非社交的な-社交的な,3,16,0,extraversion,traitq07,cat2
活動する,心の広い-心の狭い,-3,積極的な-消極的な,4,16,0,extraversion,traitq06,cat1
活動する,感じの悪い-感じの良い,2,積極的な-消極的な,4,16,0,extraversion,traitq14,cat1
活動する,積極的な-消極的な,-2,積極的な-消極的な,4,16,0,extraversion,traitq01,cat2
活動する,責任感のある-責任感のない,-2,積極的な-消極的な,4,16,0,extraversion,traitq08,cat3
活動する,軽率な-慎重な,-1,積極的な-消極的な,4,16,0,extraversion,traitq09,cat3
活動する,非社交的な-社交的な,2,積極的な-消極的な,4,16,0,extraversion,traitq07,cat2
活動する,心の広い-心の狭い,-3,責任感のある-責任感のない,5,16,0,extraversion,traitq06,cat1
活動する,感じの悪い-感じの良い,2,責任感のある-責任感のない,5,16,0,extraversion,traitq14,cat1
活動する,積極的な-消極的な,-2,責任感のある-責任感のない,5,16,0,extraversion,traitq01,cat2
活動する,責任感のある-責任感のない,-2,責任感のある-責任感のない,5,16,0,extraversion,traitq08,cat3
活動する,軽率な-慎重な,-1,責任感のある-責任感のない,5,16,0,extraversion,traitq09,cat3
活動する,非社交的な-社交的な,2,責任感のある-責任感のない,5,16,0,extraversion,traitq07,cat2
活動する,心の広い-心の狭い,-3,軽率な-慎重な,6,16,0,extraversion,traitq06,cat1
活動する,感じの悪い-感じの良い,2,軽率な-慎重な,6,16,0,extraversion,traitq14,cat1
活動する,積極的な-消極的な,-2,軽率な-慎重な,6,16,0,extraversion,traitq01,cat2
活動する,責任感のある-責任感のない,-2,軽率な-慎重な,6,16,0,extraversion,traitq08,cat3
活動する,軽率な-慎重な,-1,軽率な-慎重な,6,16,0,extraversion,traitq09,cat3
活動する,非社交的な-社交的な,2,軽率な-慎重な,6,16,0,extraversion,traitq07,cat2
旅行する,心の広い-心の狭い,0,感じの悪い-感じの良い,1,17,0,extraversion,traitq06,cat1
旅行する,感じの悪い-感じの良い,2,感じの悪い-感じの良い,1,17,0,extraversion,traitq14,cat1
旅行する,積極的な-消極的な,-3,感じの悪い-感じの良い,1,17,0,extraversion,traitq01,cat2
旅行する,責任感のある-責任感のない,0,感じの悪い-感じの良い,1,17,0,extraversion,traitq08,cat3
旅行する,軽率な-慎重な,-1,感じの悪い-感じの良い,1,17,0,extraversion,traitq09,cat3
旅行する,非社交的な-社交的な,3,感じの悪い-感じの良い,1,17,0,extraversion,traitq07,cat2
旅行する,心の広い-心の狭い,0,心の広い-心の狭い,2,17,0,extraversion,traitq06,cat1
旅行する,感じの悪い-感じの良い,2,心の広い-心の狭い,2,17,0,extraversion,traitq14,cat1
旅行する,積極的な-消極的な,-3,心の広い-心の狭い,2,17,0,extraversion,traitq01,cat2
旅行する,責任感のある-責任感のない,0,心の広い-心の狭い,2,17,0,extraversion,traitq08,cat3
旅行する,軽率な-慎重な,-1,心の広い-心の狭い,2,17,0,extraversion,traitq09,cat3
旅行する,非社交的な-社交的な,3,心の広い-心の狭い,2,17,0,extraversion,traitq07,cat2
旅行する,心の広い-心の狭い,0,非社交的な-社交的な,3,17,0,extraversion,traitq06,cat1
旅行する,感じの悪い-感じの良い,2,非社交的な-社交的な,3,17,0,extraversion,traitq14,cat1
旅行する,積極的な-消極的な,-3,非社交的な-社交的な,3,17,0,extraversion,traitq01,cat2
旅行する,責任感のある-責任感のない,0,非社交的な-社交的な,3,17,0,extraversion,traitq08,cat3
旅行する,軽率な-慎重な,-1,非社交的な-社交的な,3,17,0,extraversion,traitq09,cat3
旅行する,非社交的な-社交的な,3,非社交的な-社交的な,3,17,0,extraversion,traitq07,cat2
旅行する,心の広い-心の狭い,0,積極的な-消極的な,4,17,0,extraversion,traitq06,cat1
旅行する,感じの悪い-感じの良い,2,積極的な-消極的な,4,17,0,extraversion,traitq14,cat1
旅行する,積極的な-消極的な,-3,積極的な-消極的な,4,17,0,extraversion,traitq01,cat2
旅行する,責任感のある-責任感のない,0,積極的な-消極的な,4,17,0,extraversion,traitq08,cat3
旅行する,軽率な-慎重な,-1,積極的な-消極的な,4,17,0,extraversion,traitq09,cat3
旅行する,非社交的な-社交的な,3,積極的な-消極的な,4,17,0,extraversion,traitq07,cat2
旅行する,心の広い-心の狭い,0,責任感のある-責任感のない,5,17,0,extraversion,traitq06,cat1
旅行する,感じの悪い-感じの良い,2,責任感のある-責任感のない,5,17,0,extraversion,traitq14,cat1
旅行する,積極的な-消極的な,-3,責任感のある-責任感のない,5,17,0,extraversion,traitq01,cat2
旅行する,責任感のある-責任感のない,0,責任感のある-責任感のない,5,17,0,extraversion,traitq08,cat3
旅行する,軽率な-慎重な,-1,責任感のある-責任感のない,5,17,0,extraversion,traitq09,cat3
旅行する,非社交的な-社交的な,3,責任感のある-責任感のない,5,17,0,extraversion,traitq07,cat2
旅行する,心の広い-心の狭い,0,軽率な-慎重な,6,17,0,extraversion,traitq06,cat1
旅行する,感じの悪い-感じの良い,2,軽率な-慎重な,6,17,0,extraversion,traitq14,cat1
旅行する,積極的な-消極的な,-3,軽率な-慎重な,6,17,0,extraversion,traitq01,cat2
旅行する,責任感のある-責任感のない,0,軽率な-慎重な,6,17,0,extraversion,traitq08,cat3
旅行する,軽率な-慎重な,-1,軽率な-慎重な,6,17,0,extraversion,traitq09,cat3
旅行する,非社交的な-社交的な,3,軽率な-慎重な,6,17,0,extraversion,traitq07,cat2
交流する,心の広い-心の狭い,-3,感じの悪い-感じの良い,1,18,0,extraversion,traitq06,cat1
交流する,感じの悪い-感じの良い,3,感じの悪い-感じの良い,1,18,0,extraversion,traitq14,cat1
交流する,積極的な-消極的な,-2,感じの悪い-感じの良い,1,18,0,extraversion,traitq01,cat2
交流する,責任感のある-責任感のない,-2,感じの悪い-感じの良い,1,18,0,extraversion,traitq08,cat3
交流する,軽率な-慎重な,-1,感じの悪い-感じの良い,1,18,0,extraversion,traitq09,cat3
交流する,非社交的な-社交的な,3,感じの悪い-感じの良い,1,18,0,extraversion,traitq07,cat2
交流する,心の広い-心の狭い,-3,心の広い-心の狭い,2,18,0,extraversion,traitq06,cat1
交流する,感じの悪い-感じの良い,3,心の広い-心の狭い,2,18,0,extraversion,traitq14,cat1
交流する,積極的な-消極的な,-2,心の広い-心の狭い,2,18,0,extraversion,traitq01,cat2
交流する,責任感のある-責任感のない,-2,心の広い-心の狭い,2,18,0,extraversion,traitq08,cat3
交流する,軽率な-慎重な,-1,心の広い-心の狭い,2,18,0,extraversion,traitq09,cat3
交流する,非社交的な-社交的な,3,心の広い-心の狭い,2,18,0,extraversion,traitq07,cat2
交流する,心の広い-心の狭い,-3,非社交的な-社交的な,3,18,0,extraversion,traitq06,cat1
交流する,感じの悪い-感じの良い,3,非社交的な-社交的な,3,18,0,extraversion,traitq14,cat1
交流する,積極的な-消極的な,-2,非社交的な-社交的な,3,18,0,extraversion,traitq01,cat2
交流する,責任感のある-責任感のない,-2,非社交的な-社交的な,3,18,0,extraversion,traitq08,cat3
交流する,軽率な-慎重な,-1,非社交的な-社交的な,3,18,0,extraversion,traitq09,cat3
交流する,非社交的な-社交的な,3,非社交的な-社交的な,3,18,0,extraversion,traitq07,cat2
交流する,心の広い-心の狭い,-3,積極的な-消極的な,4,18,0,extraversion,traitq06,cat1
交流する,感じの悪い-感じの良い,3,積極的な-消極的な,4,18,0,extraversion,traitq14,cat1
交流する,積極的な-消極的な,-2,積極的な-消極的な,4,18,0,extraversion,traitq01,cat2
交流する,責任感のある-責任感のない,-2,積極的な-消極的な,4,18,0,extraversion,traitq08,cat3
交流する,軽率な-慎重な,-1,積極的な-消極的な,4,18,0,extraversion,traitq09,cat3
交流する,非社交的な-社交的な,3,積極的な-消極的な,4,18,0,extraversion,traitq07,cat2
交流する,心の広い-心の狭い,-3,責任感のある-責任感のない,5,18,0,extraversion,traitq06,cat1
交流する,感じの悪い-感じの良い,3,責任感のある-責任感のない,5,18,0,extraversion,traitq14,cat1
交流する,積極的な-消極的な,-2,責任感のある-責任感のない,5,18,0,extraversion,traitq01,cat2
交流する,責任感のある-責任感のない,-2,責任感のある-責任感のない,5,18,0,extraversion,traitq08,cat3
交流する,軽率な-慎重な,-1,責任感のある-責任感のない,5,18,0,extraversion,traitq09,cat3
交流する,非社交的な-社交的な,3,責任感のある-責任感のない,5,18,0,extraversion,traitq07,cat2
交流する,心の広い-心の狭い,-3,軽率な-慎重な,6,18,0,extraversion,traitq06,cat1
交流する,感じの悪い-感じの良い,3,軽率な-慎重な,6,18,0,extraversion,traitq14,cat1
交流する,積極的な-消極的な,-2,軽率な-慎重な,6,18,0,extraversion,traitq01,cat2
交流する,責任感のある-責任感のない,-2,軽率な-慎重な,6,18,0,extraversion,traitq08,cat3
交流する,軽率な-慎重な,-1,軽率な-慎重な,6,18,0,extraversion,traitq09,cat3
交流する,非社交的な-社交的な,3,軽率な-慎重な,6,18,0,extraversion,traitq07,cat2
持つ,心の広い-心の狭い,-2,感じの悪い-感じの良い,1,19,0,extraversion,traitq06,cat1
持つ,感じの悪い-感じの良い,2,感じの悪い-感じの良い,1,19,0,extraversion,traitq14,cat1
持つ,積極的な-消極的な,-2,感じの悪い-感じの良い,1,19,0,extraversion,traitq01,cat2
持つ,責任感のある-責任感のない,0,感じの悪い-感じの良い,1,19,0,extraversion,traitq08,cat3
持つ,軽率な-慎重な,2,感じの悪い-感じの良い,1,19,0,extraversion,traitq09,cat3
持つ,非社交的な-社交的な,2,感じの悪い-感じの良い,1,19,0,extraversion,traitq07,cat2
持つ,心の広い-心の狭い,-2,心の広い-心の狭い,2,19,0,extraversion,traitq06,cat1
持つ,感じの悪い-感じの良い,2,心の広い-心の狭い,2,19,0,extraversion,traitq14,cat1
持つ,積極的な-消極的な,-2,心の広い-心の狭い,2,19,0,extraversion,traitq01,cat2
持つ,責任感のある-責任感のない,0,心の広い-心の狭い,2,19,0,extraversion,traitq08,cat3
持つ,軽率な-慎重な,2,心の広い-心の狭い,2,19,0,extraversion,traitq09,cat3
持つ,非社交的な-社交的な,2,心の広い-心の狭い,2,19,0,extraversion,traitq07,cat2
持つ,心の広い-心の狭い,-2,非社交的な-社交的な,3,19,0,extraversion,traitq06,cat1
持つ,感じの悪い-感じの良い,2,非社交的な-社交的な,3,19,0,extraversion,traitq14,cat1
持つ,積極的な-消極的な,-2,非社交的な-社交的な,3,19,0,extraversion,traitq01,cat2
持つ,責任感のある-責任感のない,0,非社交的な-社交的な,3,19,0,extraversion,traitq08,cat3
持つ,軽率な-慎重な,2,非社交的な-社交的な,3,19,0,extraversion,traitq09,cat3
持つ,非社交的な-社交的な,2,非社交的な-社交的な,3,19,0,extraversion,traitq07,cat2
持つ,心の広い-心の狭い,-2,積極的な-消極的な,4,19,0,extraversion,traitq06,cat1
持つ,感じの悪い-感じの良い,2,積極的な-消極的な,4,19,0,extraversion,traitq14,cat1
持つ,積極的な-消極的な,-2,積極的な-消極的な,4,19,0,extraversion,traitq01,cat2
持つ,責任感のある-責任感のない,0,積極的な-消極的な,4,19,0,extraversion,traitq08,cat3
持つ,軽率な-慎重な,2,積極的な-消極的な,4,19,0,extraversion,traitq09,cat3
持つ,非社交的な-社交的な,2,積極的な-消極的な,4,19,0,extraversion,traitq07,cat2
持つ,心の広い-心の狭い,-2,責任感のある-責任感のない,5,19,0,extraversion,traitq06,cat1
持つ,感じの悪い-感じの良い,2,責任感のある-責任感のない,5,19,0,extraversion,traitq14,cat1
持つ,積極的な-消極的な,-2,責任感のある-責任感のない,5,19,0,extraversion,traitq01,cat2
持つ,責任感のある-責任感のない,0,責任感のある-責任感のない,5,19,0,extraversion,traitq08,cat3
持つ,軽率な-慎重な,2,責任感のある-責任感のない,5,19,0,extraversion,traitq09,cat3
持つ,非社交的な-社交的な,2,責任感のある-責任感のない,5,19,0,extraversion,traitq07,cat2
持つ,心の広い-心の狭い,-2,軽率な-慎重な,6,19,0,extraversion,traitq06,cat1
持つ,感じの悪い-感じの良い,2,軽率な-慎重な,6,19,0,extraversion,traitq14,cat1
持つ,積極的な-消極的な,-2,軽率な-慎重な,6,19,0,extraversion,traitq01,cat2
持つ,責任感のある-責任感のない,0,軽率な-慎重な,6,19,0,extraversion,traitq08,cat3
持つ,軽率な-慎重な,2,軽率な-慎重な,6,19,0,extraversion,traitq09,cat3
持つ,非社交的な-社交的な,2,軽率な-慎重な,6,19,0,extraversion,traitq07,cat2
評価する,心の広い-心の狭い,1,感じの悪い-感じの良い,1,20,0,extraversion,traitq06,cat1
評価する,感じの悪い-感じの良い,2,感じの悪い-感じの良い,1,20,0,extraversion,traitq14,cat1
評価する,積極的な-消極的な,-3,感じの悪い-感じの良い,1,20,0,extraversion,traitq01,cat2
評価する,責任感のある-責任感のない,-3,感じの悪い-感じの良い,1,20,0,extraversion,traitq08,cat3
評価する,軽率な-慎重な,2,感じの悪い-感じの良い,1,20,0,extraversion,traitq09,cat3
評価する,非社交的な-社交的な,2,感じの悪い-感じの良い,1,20,0,extraversion,traitq07,cat2
評価する,心の広い-心の狭い,1,心の広い-心の狭い,2,20,0,extraversion,traitq06,cat1
評価する,感じの悪い-感じの良い,2,心の広い-心の狭い,2,20,0,extraversion,traitq14,cat1
評価する,積極的な-消極的な,-3,心の広い-心の狭い,2,20,0,extraversion,traitq01,cat2
評価する,責任感のある-責任感のない,-3,心の広い-心の狭い,2,20,0,extraversion,traitq08,cat3
評価する,軽率な-慎重な,2,心の広い-心の狭い,2,20,0,extraversion,traitq09,cat3
評価する,非社交的な-社交的な,2,心の広い-心の狭い,2,20,0,extraversion,traitq07,cat2
評価する,心の広い-心の狭い,1,非社交的な-社交的な,3,20,0,extraversion,traitq06,cat1
評価する,感じの悪い-感じの良い,2,非社交的な-社交的な,3,20,0,extraversion,traitq14,cat1
評価する,積極的な-消極的な,-3,非社交的な-社交的な,3,20,0,extraversion,traitq01,cat2
評価する,責任感のある-責任感のない,-3,非社交的な-社交的な,3,20,0,extraversion,traitq08,cat3
評価する,軽率な-慎重な,2,非社交的な-社交的な,3,20,0,extraversion,traitq09,cat3
評価する,非社交的な-社交的な,2,非社交的な-社交的な,3,20,0,extraversion,traitq07,cat2
評価する,心の広い-心の狭い,1,積極的な-消極的な,4,20,0,extraversion,traitq06,cat1
評価する,感じの悪い-感じの良い,2,積極的な-消極的な,4,20,0,extraversion,traitq14,cat1
評価する,積極的な-消極的な,-3,積極的な-消極的な,4,20,0,extraversion,traitq01,cat2
評価する,責任感のある-責任感のない,-3,積極的な-消極的な,4,20,0,extraversion,traitq08,cat3
評価する,軽率な-慎重な,2,積極的な-消極的な,4,20,0,extraversion,traitq09,cat3
評価する,非社交的な-社交的な,2,積極的な-消極的な,4,20,0,extraversion,traitq07,cat2
評価する,心の広い-心の狭い,1,責任感のある-責任感のない,5,20,0,extraversion,traitq06,cat1
評価する,感じの悪い-感じの良い,2,責任感のある-責任感のない,5,20,0,extraversion,traitq14,cat1
評価する,積極的な-消極的な,-3,責任感のある-責任感のない,5,20,0,extraversion,traitq01,cat2
評価する,責任感のある-責任感のない,-3,責任感のある-責任感のない,5,20,0,extraversion,traitq08,cat3
評価する,軽率な-慎重な,2,責任感のある-責任感のない,5,20,0,extraversion,traitq09,cat3
評価する,非社交的な-社交的な,2,責任感のある-責任感のない,5,20,0,extraversion,traitq07,cat2
評価する,心の広い-心の狭い,1,軽率な-慎重な,6,20,0,extraversion,traitq06,cat1
評価する,感じの悪い-感じの良い,2,軽率な-慎重な,6,20,0,extraversion,traitq14,cat1
評価する,積極的な-消極的な,-3,軽率な-慎重な,6,20,0,extraversion,traitq01,cat2
評価する,責任感のある-責任感のない,-3,軽率な-慎重な,6,20,0,extraversion,traitq08,cat3
評価する,軽率な-慎重な,2,軽率な-慎重な,6,20,0,extraversion,traitq09,cat3
評価する,非社交的な-社交的な,2,軽率な-慎重な,6,20,0,extraversion,traitq07,cat2
仕事する,心の広い-心の狭い,-2,感じの悪い-感じの良い,1,21,0,responsibility,traitq06,cat1
仕事する,感じの悪い-感じの良い,2,感じの悪い-感じの良い,1,21,0,responsibility,traitq14,cat1
仕事する,積極的な-消極的な,-3,感じの悪い-感じの良い,1,21,0,responsibility,traitq01,cat2
仕事する,責任感のある-責任感のない,0,感じの悪い-感じの良い,1,21,0,responsibility,traitq08,cat3
仕事する,軽率な-慎重な,2,感じの悪い-感じの良い,1,21,0,responsibility,traitq09,cat3
仕事する,非社交的な-社交的な,2,感じの悪い-感じの良い,1,21,0,responsibility,traitq07,cat2
仕事する,心の広い-心の狭い,-2,心の広い-心の狭い,2,21,0,responsibility,traitq06,cat1
仕事する,感じの悪い-感じの良い,2,心の広い-心の狭い,2,21,0,responsibility,traitq14,cat1
仕事する,積極的な-消極的な,-3,心の広い-心の狭い,2,21,0,responsibility,traitq01,cat2
仕事する,責任感のある-責任感のない,0,心の広い-心の狭い,2,21,0,responsibility,traitq08,cat3
仕事する,軽率な-慎重な,2,心の広い-心の狭い,2,21,0,responsibility,traitq09,cat3
仕事する,非社交的な-社交的な,2,心の広い-心の狭い,2,21,0,responsibility,traitq07,cat2
仕事する,心の広い-心の狭い,-2,非社交的な-社交的な,3,21,0,responsibility,traitq06,cat1
仕事する,感じの悪い-感じの良い,2,非社交的な-社交的な,3,21,0,responsibility,traitq14,cat1
仕事する,積極的な-消極的な,-3,非社交的な-社交的な,3,21,0,responsibility,traitq01,cat2
